Id,Label
1891_0000600.txt,1
1891_0000300.txt,1
1891_0000001.txt,1
1891_0000900.txt,1
1891_0001200.txt,1
1891_0001500.txt,1
1891_0001800.txt,1
1891_0002100.txt,1
1891_0002400.txt,1
1891_0002700.txt,1
1891_0003000.txt,1
1891_0003300.txt,1
1891_0003600.txt,1
1891_0003900.txt,1
1891_0004200.txt,1
1891_0004500.txt,1
1891_0004800.txt,1
1891_0005100.txt,1
1891_0005400.txt,1
1891_0005700.txt,1
1891_0006000.txt,1
1891_0006300.txt,1
1891_0006600.txt,1
1891_0006900.txt,1
1891_0007200.txt,1
1891_0007500.txt,1
1891_0007800.txt,1
1891_0008100.txt,1
1891_0008400.txt,1
1891_0008700.txt,1
1891_0009000.txt,1
1891_0009300.txt,1
1891_0009600.txt,1
1891_0009900.txt,1
1891_0010200.txt,1
1891_0010500.txt,1
1891_0010800.txt,1
1891_0011100.txt,1
1891_0011400.txt,1
1891_0011700.txt,1
1891_0012000.txt,1
1891_0012300.txt,1
1891_0012600.txt,1
1891_0012900.txt,1
1891_0013200.txt,1
1891_0013500.txt,1
1891_0013800.txt,1
1891_0014100.txt,1
1891_0014400.txt,1
1891_0014700.txt,1
1891_0015000.txt,1
1891_0015300.txt,1
1891_0015600.txt,1
1891_0015900.txt,1
1891_0016200.txt,1
1891_0016500.txt,1
1891_0016800.txt,1
1891_0017100.txt,1
1891_0017400.txt,1
1891_0017700.txt,1
1891_0018000.txt,1
1891_0018300.txt,1
1891_0018600.txt,1
1891_0018900.txt,1
1891_0019200.txt,1
1891_0019500.txt,1
1891_0019800.txt,1
1891_0020100.txt,1
1891_0020400.txt,1
1891_0020700.txt,1
1891_0021000.txt,1
1891_0021300.txt,1
1891_0021600.txt,1
1891_0021900.txt,1
1891_0022200.txt,1
1891_0022500.txt,1
1891_0022800.txt,1
1891_0023100.txt,1
1891_0023400.txt,1
1891_0023700.txt,1
1891_0024000.txt,1
1891_0024300.txt,1
1891_0024600.txt,1
1891_0024900.txt,1
1891_0025200.txt,2
1891_0025500.txt,2
1891_0025800.txt,2
1891_0026100.txt,2
1891_0026400.txt,2
1891_0026700.txt,2
1891_0027000.txt,2
1891_0027300.txt,2
1891_0027600.txt,2
1891_0027900.txt,2
1891_0028200.txt,2
1891_0028500.txt,2
1891_0028800.txt,2
1891_0029100.txt,2
1891_0029400.txt,2
1891_0029700.txt,2
1891_0030000.txt,2
1891_0030300.txt,2
1891_0030600.txt,2
1891_0030900.txt,2
1891_0031200.txt,2
1891_0031500.txt,2
1891_0031800.txt,2
1891_0032100.txt,2
1891_0032400.txt,2
