LEMMA	PROB
CHAR	0.010734976928548877
a	0.0002130257647054348
abandon	0.00018259351260465842
abdomen	9.510078781492626e-05
ability	0.0001369451344534938
able	0.0012439183046192355
about	0.0005896248844525429
absence	0.00014455319747868793
absorb	6.466853571414985e-05
abuse	4.5648378151164605e-05
accent	0.00013314110294089675
accept	0.0004146394348730785
accident	0.0001369451344534938
accompany	0.00018639754411725547
account	0.00016357335504167317
accuse	0.00017498544957946432
ache	9.890481932752331e-05
acknowledge	0.0001293370714282997
acquaintance	6.086450420155281e-05
acquire	5.32564411763587e-05
act	0.0002510660798314053
action	5.32564411763587e-05
add	0.0007075498613430514
address	0.00035757896218412274
adjust	0.0001141209453779115
admire	0.00039561927731009323
admit	0.000376599119747108
adopt	5.32564411763587e-05
adore	6.84725672267469e-05
advance	4.1844346638567555e-05
advantage	7.227659873934396e-05
adventure	4.1844346638567555e-05
advice	6.466853571414985e-05
advise	0.00014455319747868793
affair	5.706047268895575e-05
affect	7.608063025194101e-05
afford	0.00014835722899128498
afraid	0.0005782127899147517
afternoon	7.227659873934396e-05
again	5.32564411763587e-05
age	0.00047930797058722837
agent	6.086450420155281e-05
agree	0.0005553886008391693
aim	0.00015976932352907612
air	9.510078781492626e-05
alarm	6.84725672267469e-05
alert	6.84725672267469e-05
alive	0.00023584995378101714
all	0.0004070313718478844
allow	0.0010423046344515917
alone	0.0002130257647054348
amaze	0.00019020157562985252
ambition	6.086450420155281e-05
american	4.5648378151164605e-05
amuse	0.00012553303991570265
anger	0.000228241890755823
angle	5.32564411763587e-05
angry	0.0003157346155455552
animal	9.890481932752331e-05
ankle	0.00031193058403295815
announce	0.0003081265525203611
annoy	0.0001293370714282997
annoyed	4.5648378151164605e-05
another	0.0001141209453779115
answer	0.0014797682584002526
anticipate	8.368869327713511e-05
anxiety	6.84725672267469e-05
anxious	0.0001293370714282997
any	0.0001293370714282997
anyone	9.890481932752331e-05
anything	0.0004983281281502136
apartment	0.0004298555609234667
apologize	0.00017118141806686727
appal	5.32564411763587e-05
appeal	4.9452409663761654e-05
appear	0.00052876038025099
appearance	0.00013314110294089675
appetite	9.129675630232921e-05
apple	4.5648378151164605e-05
apply	0.00011792497689050857
appointment	6.086450420155281e-05
appraise	4.5648378151164605e-05
appreciate	0.00014455319747868793
approach	0.0006999417983178573
approve	6.84725672267469e-05
arch	5.32564411763587e-05
argue	0.00016737738655427022
argument	6.086450420155281e-05
arm	0.004812099863435269
armpit	7.988466176453806e-05
army	9.129675630232921e-05
arrange	0.00024345801680621123
arrest	0.0001293370714282997
arrival	0.00017118141806686727
arrive	0.0008863393424351127
artist	4.1844346638567555e-05
ascend	4.9452409663761654e-05
ash	4.5648378151164605e-05
ashamed	0.00013314110294089675
ask	0.012724485409637134
asleep	0.0002586741428565994
ass	0.00016357335504167317
assign	7.988466176453806e-05
assist	4.9452409663761654e-05
assistant	7.227659873934396e-05
associate	7.988466176453806e-05
assume	0.0004640918445368401
assure	0.0003689910567219139
astonish	8.368869327713511e-05
attach	6.086450420155281e-05
attack	0.0001141209453779115
attempt	0.00021682979621803186
attend	0.00016357335504167317
attention	0.0005934289159651399
attitude	5.32564411763587e-05
attract	8.749272478973216e-05
audience	5.706047268895575e-05
aunt	0.00018259351260465842
authority	4.1844346638567555e-05
avoid	0.00032714671008334634
await	7.227659873934396e-05
awake	0.0003918152457974962
awaken	9.890481932752331e-05
aware	0.0006428813256289015
baby	0.00015596529201647907
back	0.002343283411759783
backpack	0.00010270885084012036
bad	7.608063025194101e-05
bag	0.0006504893886540956
balance	0.00019780963865504662
ball	0.00018639754411725547
band	6.84725672267469e-05
bang	0.00012172900840310562
bar	5.706047268895575e-05
bare	4.5648378151164605e-05
bark	9.510078781492626e-05
barrel	4.5648378151164605e-05
bastard	4.5648378151164605e-05
bath	0.00016737738655427022
bathroom	6.84725672267469e-05
battle	5.32564411763587e-05
be	0.00790477748317667
beach	4.5648378151164605e-05
beam	6.84725672267469e-05
bear	0.0007455901764690219
beard	0.00020541770168024071
bearing	8.368869327713511e-05
beat	0.00025487011134400235
beautiful	0.0001293370714282997
beauty	0.00011031691386531446
beckon	8.368869327713511e-05
become	0.0013123908718459824
bed	0.0012172900840310562
bedroll	5.706047268895575e-05
bedroom	0.00036518702520931684
beer	0.00023204592226842006
beg	0.0003461668676463316
begin	0.0033551557941105983
beginning	4.1844346638567555e-05
behalf	0.0001141209453779115
behave	7.988466176453806e-05
behavior	5.706047268895575e-05
behaviour	5.32564411763587e-05
being	6.086450420155281e-05
belief	7.988466176453806e-05
believe	0.0018982117247859282
bell	6.466853571414985e-05
belly	0.0004640918445368401
belong	0.00010270885084012036
belongings	4.5648378151164605e-05
belt	0.00020541770168024071
bench	9.510078781492626e-05
bend	0.00015976932352907612
benefit	9.890481932752331e-05
bent	0.0002814983319321817
best	0.00038801121428489913
bet	7.227659873934396e-05
betray	0.00011792497689050857
better	0.00020541770168024071
bible	4.1844346638567555e-05
bicycle	7.608063025194101e-05
bid	5.706047268895575e-05
big	0.00017498544957946432
bike	6.466853571414985e-05
bill	7.608063025194101e-05
bind	7.608063025194101e-05
binoculars	5.32564411763587e-05
bird	4.1844346638567555e-05
birth	6.466853571414985e-05
birthday	0.00020541770168024071
bit	0.00020541770168024071
bite	0.00027008623739439055
black	6.466853571414985e-05
bladder	4.9452409663761654e-05
blade	7.227659873934396e-05
blame	0.00027769430041958465
blanket	0.00019780963865504662
blast	4.1844346638567555e-05
blazer	5.32564411763587e-05
bleed	4.5648378151164605e-05
blind	0.00012553303991570265
blink	0.00027008623739439055
block	0.0001141209453779115
blood	0.00034997089915892864
blouse	8.749272478973216e-05
blow	0.00024345801680621123
blurt	7.608063025194101e-05
blush	0.00017498544957946432
board	9.510078781492626e-05
boat	0.0001065128823527174
body	0.0023623035693227682
boil	7.227659873934396e-05
bone	0.00019400560714244957
book	0.0008521030588217393
boot	0.0004907200651250195
bore	8.749272478973216e-05
borrow	0.0001065128823527174
bosom	6.84725672267469e-05
boss	0.0001141209453779115
bother	0.0004222474978982726
bottle	0.0002738902689069876
bottom	6.086450420155281e-05
bounce	6.466853571414985e-05
bow	0.0002814983319321817
bowl	0.00012553303991570265
box	0.00021682979621803186
boy	0.0006923337352926632
boyfriend	5.706047268895575e-05
boyhood	4.5648378151164605e-05
brace	8.749272478973216e-05
brain	0.0005515845693265723
brave	5.706047268895575e-05
bread	5.706047268895575e-05
break	0.0007075498613430514
breakfast	0.00014074916596609085
breast	0.000532564411763587
breastbone	4.5648378151164605e-05
breath	0.0011336013907539211
breathe	0.0005401724747887811
breathing	0.0002586741428565994
bride	8.368869327713511e-05
bridge	4.1844346638567555e-05
briefcase	0.00016357335504167317
bright	6.466853571414985e-05
bring	0.0024574043571376947
brother	0.001734638369744255
brow	0.00024345801680621123
brown	4.5648378151164605e-05
brush	0.0003537749306715257
bucket	6.086450420155281e-05
buddy	4.5648378151164605e-05
build	0.00034997089915892864
building	0.00019020157562985252
bump	9.890481932752331e-05
bundle	0.00010270885084012036
bunk	6.086450420155281e-05
burn	0.00016737738655427022
burst	0.00012172900840310562
bury	0.00014074916596609085
business	0.00027008623739439055
busy	0.00020161367016764367
butt	8.368869327713511e-05
buttock	4.9452409663761654e-05
button	0.00014455319747868793
buy	0.0012134860525184591
buzz	4.5648378151164605e-05
cab	5.706047268895575e-05
cabin	0.00011792497689050857
cage	0.00010270885084012036
cajole	4.1844346638567555e-05
calculate	4.1844346638567555e-05
calf	9.510078781492626e-05
call	0.003826855701672633
calm	0.00023965398529361418
camera	6.086450420155281e-05
camp	4.5648378151164605e-05
can	0.00031193058403295815
canoe	6.84725672267469e-05
cap	0.00023584995378101714
capable	0.00010270885084012036
capacity	4.1844346638567555e-05
capture	4.9452409663761654e-05
car	0.0006923337352926632
card	0.000300518489495167
care	0.0007265700189060366
career	0.0001141209453779115
careful	0.00014455319747868793
carpet	4.1844346638567555e-05
carry	0.0011906618634428769
carve	4.1844346638567555e-05
case	0.00031953864705815225
cash	7.988466176453806e-05
cast	0.00018259351260465842
cat	5.706047268895575e-05
catch	0.0018297391575591811
cause	0.00034997089915892864
cease	5.32564411763587e-05
cell	0.0002510660798314053
cell-mate	5.706047268895575e-05
center	4.5648378151164605e-05
certain	0.00029671445798256995
chair	0.0009738320672248449
challenge	7.227659873934396e-05
chance	0.0002662822058817935
change	0.0006200571365533192
character	0.00016737738655427022
charge	0.0001293370714282997
charm	8.368869327713511e-05
chart	7.988466176453806e-05
chase	0.00017878948109206137
chat	7.227659873934396e-05
check	0.000604841010502931
cheek	0.0012705465252074149
cheekbone	6.84725672267469e-05
cheer	7.227659873934396e-05
chest	0.0017004020861308815
chew	0.00011031691386531446
child	0.0009966562563004271
childhood	0.0002662822058817935
chill	4.9452409663761654e-05
chin	0.0006619014831918868
choice	0.00019400560714244957
choke	0.00010270885084012036
choose	0.0007037458298304543
chuckle	0.00015216126050388202
church	4.9452409663761654e-05
cigarette	0.0005401724747887811
circle	0.0002130257647054348
city	9.129675630232921e-05
claim	0.000376599119747108
clamber	4.5648378151164605e-05
clamp	5.32564411763587e-05
clap	0.00018259351260465842
clasp	0.00010270885084012036
class	0.00034997089915892864
classmate	4.9452409663761654e-05
clean	0.0002206338277306289
clear	0.0003537749306715257
clench	6.84725672267469e-05
click	0.00014074916596609085
climb	0.0009205756260484861
cling	7.988466176453806e-05
clip	4.5648378151164605e-05
clock	8.749272478973216e-05
close	0.0017308343382316578
closet	5.32564411763587e-05
clothes	0.0008939474054603068
clothing	0.00014835722899128498
club	7.227659873934396e-05
clue	5.706047268895575e-05
clutch	0.00015596529201647907
coach	5.706047268895575e-05
coat	0.0007912385546201865
cock	0.00011031691386531446
coffee	0.0003233426785707493
coin	5.706047268895575e-05
cold	0.00014835722899128498
collapse	0.0001369451344534938
collar	0.00018639754411725547
collarbone	7.227659873934396e-05
colleague	0.00019400560714244957
collect	0.00017498544957946432
collection	4.9452409663761654e-05
color	6.84725672267469e-05
colour	6.086450420155281e-05
column	8.749272478973216e-05
comb	4.9452409663761654e-05
come	0.006272847964272536
comfort	0.00014074916596609085
comfortable	7.988466176453806e-05
command	0.00010270885084012036
comment	0.00010270885084012036
commit	0.0001065128823527174
companion	0.00013314110294089675
company	0.00025487011134400235
compare	5.32564411763587e-05
complain	0.00019400560714244957
complaint	4.1844346638567555e-05
complete	0.0001141209453779115
complexion	4.1844346638567555e-05
compliment	4.5648378151164605e-05
compose	0.00014455319747868793
computer	0.0001141209453779115
concede	7.227659873934396e-05
conceive	6.086450420155281e-05
concentrate	0.00015216126050388202
concentration	5.32564411763587e-05
concern	0.0002662822058817935
