STORY ID	PUB. DATE	CLASS	CHAR. (TOP 100)	NOUN (TOP 100)	CHAR. (TOP 500)	NOUN (TOP 500)	CHAR. (TOP 1000)	NOUN (TOP 1000)
a-tale-of-two-cities	1859	vic	0.8108915284	0.5089285714	0.7589656734	0.4079378676	0.7353737901	0.3837246931
peregrine-pickle	1751	c18	0.8749668271	0.871699529	0.8262073846	0.8436328064	0.7952284957	0.8265051828
pride-and-prejudice	1813	rom	0.9073502878	0.082060994	0.8668085689	0.1784366068	0.8522022729	0.1668753914
to-the-lighthouse	1927	c20	0.8719894209	0.2	0.8349800901	0.174077656	0.8251593485	0.1443375673
tristram-shandy	1760	c18	0.8389256382	0.9802142628	0.7933633514	0.9743344813	0.7666797108	0.9729214661
2001_2011_Wilson,RobertCharles_TheChronoliths_SF	2001	scifi	0.4310993639	0.8223700512	0.3939899514	0.7737759545	0.3716629565	0.7537346629
2001_Martel,Yann_LifeofPi_BS	2001	bestsellers	0.6826676564	0.2886751346	0.6226526761	0.2338821385	0.6141606338	0.1837260849
2002_2011_Anderson,MT_Feed_SF	2002	scifi	0.5512763901	0.4	0.4704387658	0.3065696697	0.4477851147	0.3517632353
2002_Card,OrsonScott_FirstMeetingsInEnder'sUniverse	2002	young-adult	0.5626323196	0.06401844	0.5051752285	0.0598081739	0.4850549792	0.058983194
2002_Kidd,SueMonk_TheSecretLifeofBees_BS	2002	bestsellers	0.6523880639	0.2729755452	0.5696990815	0.4685772996	0.5502464777	0.4470244294
2002_Sebold,Alice_LovelyBones_BS	2002	bestsellers	0.737922381	0.6781859262	0.6400374084	0.5996485052	0.616506158	0.5889951839
2003_Hosseini,Khaled_TheKiteRunner_BS	2003	bestsellers	0.7421513061	0	0.6563161952	0	0.6223949281	0
2003_Landay,William_MissionFlats_MY	2003	mystery	0.7017371628	0.3651483717	0.6202395963	0.3031695313	0.5970244593	0.166251556
2003_Low,Gennita_IntoDanger_ROM	2003	romance	0.7227628685	0.7087493079	0.7007074607	0.5759319203	0.6920274616	0.6112603498
2004_Mitchell,David_CloudAtlas_BS	2004	bestsellers	0.5336861805	0.5533985905	0.4703120407	0.3805211953	0.4441505443	0.2595542738
2004_Picoult,Jodi_MySistersKeeper_BS	2004	bestsellers	0.8409944336	0.9379447399	0.784603226	0.8490181707	0.7659696782	0.8393129348
2005_Banville,John_TheSea_PW	2005	prizewinners	0.473301024	0.7298004492	0.3610203519	0.6452821661	0.3374335285	0.6295412065
2005_Barfoot,Joan_Luck_PW	2005	prizewinners	0.8788344867	0.8712564664	0.8256452393	0.7889639984	0.8105105343	0.7709369036
2005_Barnes,Julian_ArthurGeorge_PW	2005	prizewinners	0.8571420163	0.5712709334	0.8206648032	0.5116975822	0.8087379164	0.5120147665
2005_Barry,Sebastian_LongLongWay_PW	2005	prizewinners	0.9143277994	0.5926308199	0.8913384723	0.5572228553	0.87856592	0.5374564321
2005_Bergen,David_TheTimeinBetween_PW	2005	prizewinners	0.8741427615	0.5940781315	0.856570665	0.4826947089	0.850135998	0.4651101863
2005_Boyden,Joseph_ThreeDayRoad_PW	2005	prizewinners	0.9057915466	0.7323601241	0.8887490461	0.6318824235	0.8835408206	0.7604342104
2005_Connelly,Michael_TheLincolnLawyer_BS	2005	bestsellers	0.7263290465	0.4474464586	0.6689615735	0.3762883474	0.6488716025	0.3830263331
2005_Danticat,Edwidge_DewBreaker_PW	2005	prizewinners	0.3149703942	0.5134909413	0.2908648636	0.452825151	0.2771369977	0.4410255251
2005_Doctorow,EL_TheMarch_PW	2005	prizewinners	0.7226392958	0.9173231321	0.6097728979	0.7667933263	0.5892572273	0.7497989563
2005_Fried,Golda_Nellcott_PW	2005	prizewinners	0.9542279728	0.3535533906	0.9341584889	0.1490711985	0.9277650831	0.1360827635
2005_Gaitskill,Mary_Veronica_PW	2005	prizewinners	0.6653835266	0.3333333333	0.5958436272	0.1767766953	0.5812790704	0.158113883
2005_Gardner,Lisa_Alone_BS	2005	bestsellers	0.852337343	0.3634736365	0.834124116	0.3550204733	0.8181373885	0.3432116552
2005_Gibb,Camilla_SweetnessintheBelly_PW	2005	prizewinners	0.6925561366	0.3143473067	0.5676230018	0.1691275229	0.5516675069	0.2069593386
2005_Giffin,Emily_SomethingBorrowed_BS	2005	bestsellers	0.8241725852	0.6960879082	0.7172346356	0.6595560663	0.6933945785	0.6308098489
2005_Gill,Charlotte_Ladykiller_PW	2005	prizewinners	0	0.3813850357	0	0.4124789557	0	0.3590924232
2005_Ishiguro,Kazuo_NeverLetMeGo_PW	2005	prizewinners	0.8307235038	0.9054898168	0.7584107535	0.861137373	0.7402726549	0.8563664922
2005_Jin,Ha_WarTrash_PW	2005	prizewinners	0.4623516992	0.5421047417	0.4314063157	0.4623005653	0.3873521931	0.4289584786
2005_Johnson,Craig_TheColdDish_MY	2005	mystery	0.8951951939	0.381000381	0.8564863247	0.3535533906	0.8385194492	0.3535533906
2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS	2005	bestsellers	0.8279370986	0.9812421074	0.77153065	0.8591450878	0.7317171848	0.8540408405
2005_Moore,Lisa_Alligator_PW	2005	prizewinners	0.838818719	0.2898754522	0.7797703851	0.1874085143	0.7685585662	0.1605575677
2005_Pate,Kathy_Alphabet_PW	2005	prizewinners	0.9192523221	0.5533985905	0.9009984462	0.4959182991	0.8928867944	0.4592311468
2005_Ravel,Edeet_WallofLight_PW	2005	prizewinners	0.5086170935	0.8509919749	0.4568955846	0.8394679459	0.4158110983	0.8300460095
2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS	2005	bestsellers	0.6181339274	0.714227875	0.502869813	0.6771863475	0.4637542868	0.593343374
2005_Sorrentino,Christopher_Trance_PW	2005	prizewinners	0.8169014096	0.8138705264	0.7296012142	0.7096353535	0.7070912762	0.6812129068
2005_Steinke,Rene_HolySkirts_PW	2005	prizewinners	0.9308222251	0.4197850786	0.910402376	0.326655395	0.9032104201	0.3247542462
2005_Vollmann,WilliamT_EuropeCentral_PW	2005	prizewinners	0.8948557187	0	0.854637892	0	0.8263428707	0
2005_Yarbrough,Steve_PrisonersofWar_PW	2005	prizewinners	0.808229579	0.4911437594	0.7535178445	0.5481790882	0.7425497485	0.5231860122
2006_Behrens,Peter_LawofDreams_PW	2006	prizewinners	0.9198751262	0.899436901	0.8809410283	0.8544758277	0.8706785118	0.8448587049
2006_Brooks,Max_WorldWarZ_BS	2006	bestsellers	0.3067859955	0.5172935265	0.2667325347	0.283972259	0.242535625	0.4167467872
2006_Campbell,Jack_TheLostFleet_SF	2006	scifi	0.921803282	0.4689790496	0.895792915	0.3721042038	0.8897359377	0.3315192609
2006_Cole,Trevor_TheFearsomeParticles_PW	2006	prizewinners	0.8057751734	0.7641258609	0.7776659584	0.6443914103	0.7609225946	0.6298291002
2006_Fisher,Karen_ASuddenCountry_PW	2006	prizewinners	0.9117222447	0.5018694449	0.875716592	0.418709279	0.8627631762	0.393866249
2006_Grenville,Kate_SecretRiver_PW	2006	prizewinners	0.9559915203	0.7366351076	0.933072785	0.5897689142	0.9274491727	0.5661923927
2006_Gruen,Sara_WaterforElephants_BS	2006	bestsellers	0.8714944641	0.5455954716	0.8315367729	0.5398615641	0.8152572429	0.5536597104
2006_Hage,Rawi_DeNirosGame_PW	2006	prizewinners	0.6234814044	0.5158048884	0.585420396	0.4936527969	0.5791149806	0.4902185286
2006_Jacobs,Kate_FridayNightKnitting_BS	2006	bestsellers	0.8614171266	0.9695639487	0.7921930786	0.9282124533	0.7662446446	0.9225404843
2006_Kalfus,Ken_DisorderPeculiar_PW	2006	prizewinners	0.8435508792	0.88949918	0.7859217702	0.7365695637	0.7671595999	0.6829479559
2006_Lam,Vincent_BloodlettingandMiraculousCures_PW	2006	prizewinners	0.7087420717	0.7527726527	0.5761947586	0.5883484054	0.5527363875	0.5313689313
2006_Larsson,Stieg_TheGirlWhoPlayedWithFire_BS	2006	bestsellers	0.8211648802	0.9683725139	0.8081711261	0.950935111	0.7970982218	0.9456428576
2006_Matar,Hisham_CountryofMen_PW	2006	prizewinners	0.7285090837	0.3011449138	0.6619149345	0.2180512763	0.6390580404	0.2075403174
2006_Powers,Richard_EchoMaker_PW	2006	prizewinners	0.8599139239	0.3874875838	0.8191541064	0.3490800288	0.8081190713	0.4460475946
2006_Quiviger,Pascale_PerfectCircle_PW	2006	prizewinners	0.6805464218	0	0.6143981997	0.7592566024	0.5836125613	0.7298004492
2006_Salter,James_LastNight_PW	2006	prizewinners	0	0.6794386129	0	0.5294143019	0	0.5003127933
2006_Soucy,Gaetan_ImmaculateConception_PW	2006	prizewinners	0.8733234226	0.8356914632	0.8112861481	0.6997677411	0.7888348385	0.6948912514
2006_Sparks,Nicholas_DearJohn_BS	2006	bestsellers	0.5982353546	0.9462969172	0.4803599781	0.8970282227	0.453336206	0.8815884542
2006_Spiotta,Dana_EattheDocument_PW	2006	prizewinners	0.6881712599	0	0.6196452787	0.0642824347	0.6018709782	0.0465242105
2006_Wagner,Bruce_TheChrysanthemumPalace_PW	2006	prizewinners	0.6602125616	0.2927700219	0.5634175789	0.2829582292	0.5223988129	0.2749859705
2006_Walter,Jess_TheZero_PW	2006	prizewinners	0.9618689732	0.6524632957	0.9465823818	0.5602472678	0.9420430038	0.5405712733
2006_Waters,Sarah_NightWatch_PW	2006	prizewinners	0.8952152434	0.9371068455	0.8765468143	0.915026097	0.8710859274	0.9099873312
2006_Windley,Carol_HomeSchooling_PW	2006	prizewinners	0	0.6206024763	0	0.5002501877	0	0.4385290097
2007_Berlinski,Mischa_Fieldwork_PW	2007	prizewinners	0.698731776	0.3394221167	0.6015216999	0.2553769592	0.585731865	0.2401922307
2007_Chariandy,David_Soucouyant_PW	2007	prizewinners	0.7573991362	0.0953462589	0.6618589744	0.0589255651	0.6298410069	0.0512989176
2007_DAmbrosio,Charles_TheDeadFishMuseum_PW	2007	prizewinners	0	0.8295994781	0	0.7349339024	0	0.6629001582
2007_Davis,Lydia_VarietiesofDistrubanceStories_PW	2007	prizewinners	0	0.4666282626	0	0.3390317518	0	0.3111879571
2007_Diaz,Junot_TheBriefWondrousLifeofOscarWao_BS	2007	bestsellers	0.7272120657	0.2888632579	0.6560862063	0.2147389226	0.6388781495	0.2085144141
2007_Eisenberg,Deborah_TwilightoftheSuperheroes_PW	2007	prizewinners	0	0.8411995647	0	0.7268556891	0	0.6789583152
2007_Ferris,Joshua_ThenWeCame_PW	2007	prizewinners	0.8586014605	0.7053555565	0.8209628637	0.6393323912	0.8123070011	0.6716151498
2007_Follett,Ken_WorldWithoutEnd_BS	2007	bestsellers	0.9317548292	0.8249092748	0.904158053	0.7232405707	0.8981731907	0.6913591568
2007_Gowdy,Barbara_Helpless_PW	2007	prizewinners	0.8743376255	0.6021603328	0.836232895	0.459725038	0.8252569097	0.4387267977
2007_Grimm,Sarah_AfterMidnight_ROM	2007	romance	0.9034110031	0.4810702354	0.8723916307	0.7672905391	0.8593537467	0.7467149901
2007_Hamid,Mohsin_ReluctantFund_PW	2007	prizewinners	0.7358697497	0.9249945801	0.669963328	0.8268982306	0.6471045792	0.7987230638
2007_Hay,Elizabeth_LateNights_PW	2007	prizewinners	0.9053362903	0.7443167945	0.8477418505	0.6791716773	0.8369465238	0.6762904097
2007_Hempel,Amy_TheCollectedStoriesofAmyHempel_PW	2007	prizewinners	0.2441556736	0.916749857	0.1789405053	0.8922181061	0.1693173441	0.8827806894
2007_Hosseini,Khaled_AThousandSplendid_BS	2007	bestsellers	0.9074661003	0.9343959103	0.8650564342	0.8881977222	0.856965738	0.8825403543
2007_Johnson,Denis_TreeofSmoke_PW	2007	prizewinners	0.7813362166	0.940598758	0.7080388511	0.9074847253	0.6856820318	0.8972444101
2007_Jones,EdwardP_AuntHagar_PW	2007	prizewinners	0	0.5818011099	0	0.7360341595	0	0.7094346551
2007_Jones,Lloyd_MisterPip_PW	2007	prizewinners	0.8254181091	0.4364357805	0.774684449	0.269190951	0.7615605864	0.2605786533
2007_Larsson,Stieg_TheGirlWhoKickedThe_HornetsNest_BS	2007	bestsellers	0.5471577127	0.9578956565	0.524710099	0.9384318368	0.5127709038	0.9313519979
2007_Mcewan,Ian_ChesilBeach_PW	2007	prizewinners	0.8535652559	0.3903600292	0.7249816669	0.2886751346	0.6914296216	0.2551551815
2007_ONeill,Heather_LullabiesforLittle_PW	2007	prizewinners	0.8607062551	0.8982227084	0.7912828548	0.856457217	0.7650313105	0.8426947344
2007_Ondaatje,Michael_Divisadero_PW	2007	prizewinners	0.1942127991	0.3614784456	0.1378754169	0.2241794153	0.1273919461	0.2449489743
2007_Roth,Philip_Everyman_PW	2007	prizewinners	0.5692856906	0.1147078669	0.498558886	0.0707106781	0.4762164793	0.1767766953
2007_Shepard,Jim_LikeYoudUnderstand_PW	2007	prizewinners	0	0.5881176353	0	0.428393043	0	0.3347277744
2007_Vassanji,MG_AssassinsSong_PW	2007	prizewinners	0.8708546374	0.5383892771	0.754666609	0.3757345747	0.7345586196	0.3494445758
2007_York,Alissa_Effigy_PW	2007	prizewinners	0.6298216484	0.4103913408	0.529806854	0.3152441625	0.5031972022	0.3152441625
2007_deRosnay,Tatiana_SarahsKey_BS	2007	bestsellers	0.5220497507	0.347772117	0.4392227523	0.3296885674	0.4300657173	0.3270040634
2008_Adiga,Aravind_TheWhiteTiger_PW	2008	prizewinners	0.6625687809	0.6849348892	0.5884201317	0.4985272428	0.5738881683	0.4903167436
2008_Akpan,Uwem_SayYoureOne_BS	2008	bestsellers	0.3487429162	0.523479349	0.319197106	0.4317557683	0.3129606641	0.389627476
2008_Barry,Sebastian_SecretScripture_PW	2008	prizewinners	0.4694172601	0.2654532346	0.3594508213	0.2731719104	0.3259794096	0.2903603511
2008_Beck,Glenn_ChristmasSweater_BS	2008	bestsellers	0.5070925528	0	0.3862436397	0	0.3518395977	0
2008_Benioff,David_CityofThieves_BS	2008	bestsellers	0.7247483949	0.7087607521	0.6510538052	0.6186882249	0.6086028635	0.585486516
2008_Boyden,Joseph_ThroughBlackSpruce_PW	2008	prizewinners	0.8181269947	0.3243557552	0.7612321593	0.3368243755	0.7456043302	0.3002662821
2008_Christensen,Kate_GreatMan_PW	2008	prizewinners	0.8254291289	0.6851601597	0.7571402312	0.5435573065	0.7332638961	0.4791863575
2008_Cleave,Chris_LittleBee_BS	2008	bestsellers	0.7080423641	0.084895272	0.6345086011	0.0713262952	0.6226713635	0.065380777
2008_Cornwell,Patricia_Scarpetta_BS	2008	bestsellers	0.7908986619	0.5050171187	0.7558180145	0.4195906791	0.7475969993	0.4054808685
2008_DeSa,Anthony_BarnacleLove_PW	2008	prizewinners	0.8098913489	0.4477853312	0.7189389158	0.3547648849	0.6891964702	0.3214066852
2008_Dillard,Annie_TheMaytrees_PW	2008	prizewinners	0.8608087644	0	0.792415607	0	0.7751091364	0
2008_Endicott,Marina_GoodtoaFault_PW	2008	prizewinners	0.7916960084	0.9377119294	0.7542638364	0.7544314429	0.7368431704	0.751783476
2008_Ghosh,Amitav_SeaOfPoppies_PW	2008	prizewinners	0.8289162345	0.2182178902	0.7361956879	0.0698430296	0.7166607159	0.0637252988
2008_Grant,Linda_ClothesOn_PW	2008	prizewinners	0.4534155302	0.2140767569	0.3741010209	0.2090975145	0.3426292991	0.2008599572
2008_Grisham,John_TheAppeal_BS	2008	bestsellers	0.6421127663	0	0.5413443078	0	0.50758929	0.1601281538
2008_Hage,Rawi_Cockroach_PW	2008	prizewinners	0.621117713	0.5355271213	0.5450321712	0.3424846179	0.4809473398	0.3255439132
2008_Hannah,Kristin_FireflyLane_BS	2008	bestsellers	0.9566676777	0.9212167128	0.9205076826	0.9037879375	0.91556782	0.9020770693
2008_Hemon,Aleksandar_TheLazarusProject_PW	2008	prizewinners	0.6476894816	0.7739272543	0.5433293991	0.6634512442	0.5116851171	0.6236578366
2008_Hensher,Philip_NorthernClemency_PW	2008	prizewinners	0.8330132901	0.6350852961	0.7581621077	0.5533985905	0.7414017808	0.5023952233
2008_Hilderbrand,Elin_Barefoot_BS	2008	bestsellers	0.9077443742	0.8741572761	0.8649877721	0.7405718468	0.8558158052	0.7167682983
2008_Kushner,Rachel_TelexfromCuba_PW	2008	prizewinners	0.7733443682	0.285896676	0.6914675457	0.2203389831	0.6674867065	0.1985865547
2008_Leavitt,David_TheIndianClerk_PW	2008	prizewinners	0.9218739706	0.6615471834	0.8674601629	0.6081115784	0.8546475105	0.5758305509
2008_Matthiessen,Peter_ShadowCountry_PW	2008	prizewinners	0.7782142168	0.9119279587	0.728892653	0.8827528784	0.7087729207	0.8675743275
2008_Meyer,Stephanie_TheHost_BS	2008	bestsellers	0.8461859925	0.7756416753	0.8129675773	0.7467944307	0.800891754	0.7287080893
2008_Patterson,James_CrossCountry_BS	2008	bestsellers	0.6070482018	0.6859991161	0.5370600597	0.6566103483	0.5111110487	0.6495698025
2008_Patterson,James_SundaysatTiffanys_BS	2008	bestsellers	0.8515569026	0	0.8042090352	0	0.7908279878	0
2008_Rash,Ron_ChemistryandOtherStories_PW	2008	prizewinners	0	0.2995723448	0	0.2724275017	0	0.2649386621
2008_Ricci,Nino_OriginofSpecies_PW	2008	prizewinners	0.9475809654	0.6132441407	0.9308826997	0.5971171213	0.9255404351	0.5868871866
2008_Richards,DavidAdam_TheLostHighway_PW	2008	prizewinners	0.9527256028	0.955265296	0.8851765517	0.9240978414	0.877787084	0.9131362234
2008_Scibona,Salvatore_TheEnd_PW	2008	prizewinners	0.7630732628	0.4058888551	0.7007068925	0.3416717035	0.6740772559	0.317668975
2008_Shaffer,MaryAnn_TheGuernseyLiteraryandPotatoPeelPie_BS	2008	bestsellers	0.8852279076	0.7640931775	0.6684755983	0.5393308789	0.6454572333	0.5236786714
2008_Sittenfeld,Curtis_AmericanWife_BS	2008	bestsellers	0.8317112381	0.9490653275	0.7903181605	0.9216078032	0.7688598522	0.9126945671
2008_Sparks,Nicholas_TheLuckyOne_BS	2008	bestsellers	0.7484861734	0.9729517206	0.690013301	0.895400352	0.6741252351	0.8811872871
2008_Stein,Garth_TheArtofRacingintheRain_BS	2008	bestsellers	0.8135076343	0.6471502289	0.7605377386	0.4001633653	0.7446709192	0.392912639
2008_Stenson,Fred_GreatKaroo_PW	2008	prizewinners	0.9388562893	0.6619465738	0.9244835759	0.5308992115	0.9197902742	0.5096284246
2008_Strout,Elizabeth_OliveKItteridge_BS	2008	bestsellers	0.763922184	0.7465089027	0.618625854	0.6207522318	0.5890918751	0.5427824561
2008_Swan,Mary_BoysintheTrees_PW	2008	prizewinners	0.5239554356	0.2672612419	0.4522423102	0.4	0.4378413744	0.3080205518
2008_Toltz,Steve_AFractionoftheWhole_PW	2008	prizewinners	0.6187377108	0.9206719269	0.5894227404	0.8824470926	0.5645853014	0.8553542573
2008_Wroblewski,David_TheStoryofEdgarSawtelle_BS	2008	bestsellers	0.7106915211	0.3324549831	0.7086421137	0.2910290549	0.7163374394	0.263222775
2009_Blake,Sarah_Postmistress_BS	2009	bestsellers	0.813418016	0.8823323958	0.763291292	0.8134994881	0.7505490543	0.7647513557
2009_Brown,Dan_TheLostSymbol_BS	2009	bestsellers	0.8608578291	0.6445475147	0.8391265602	0.5854439719	0.8347646494	0.564744579
2009_Byatt,AS_TheChildrensBook_PW	2009	prizewinners	0.8225356391	0.9481641269	0.7703852483	0.8945073907	0.754449902	0.869516683
2009_Bynum,SarahShun-lien_MsHempel_PW	2009	prizewinners	0.8321709099	0	0.7844269348	0	0.7577992127	0.5407775128
2009_Campbell,BonnieJo_AmericanSalvage_PW	2009	prizewinners	0	0.8208539497	0	0.7572102666	0	0.7509372889
2009_Choi,Susan_APersonofInterest_PW	2009	prizewinners	0.9547939954	0.7884282898	0.9182022344	0.7862447621	0.9118289579	0.785564701
2009_Coetzee,JM_Summertime_PW	2009	prizewinners	0.6817203094	0.4942339511	0.6012383938	0.3510547487	0.5895841774	0.3406925719
2009_Collins,Suzanne_CatchingFire	2009	young-adult	0.7362134391	0.8199702542	0.6500557403	0.7968459795	0.6372947105	0.7845545592
2009_Conroy,Pat_SouthofBroad_BS	2009	bestsellers	0.8544335649	0.6585171156	0.7921454578	0.4596664666	0.7753744253	0.4262171823
2009_Crummey,Michael_Galore_PW	2009	prizewinners	0.639173561	0.5002780095	0.6072375748	0.4026580282	0.5951108335	0.3547291529
2009_Echlin,Kim_Disappeared_PW	2009	prizewinners	0.3713906764	0.2846049894	0.2791452631	0.2064600348	0.2580197715	0.1970579501
2009_Flynn,Gillian_DarkPlaces_MY	2009	mystery	0.8538996815	0.8496975355	0.8196378083	0.7749874035	0.7986014371	0.7399137817
2009_Foulds,Adam_TheQuickeningMaze_PW	2009	prizewinners	0.7687806977	0.7661308777	0.6770328941	0.5128225941	0.652673088	0.4483219332
2009_Goolrick,Robert_AReliableWife_BS	2009	bestsellers	0.8516034288	0.646220845	0.8142821222	0.5723667007	0.7976537705	0.5367198355
2009_Grahame-Smith,Seth_PrideandPrejudiceandZombies_BS	2009	bestsellers	0.7962062931	0	0.6937355029	0.1814885022	0.664316183	0.1788854382
2009_Griffiths,Elly_TheCrossingPlaces_MY	2009	mystery	0.9252247484	0.9089181607	0.9041448209	0.8171547806	0.8986939517	0.8036850415
2009_Grisham,John_TheAssociate_BS	2009	bestsellers	0.8804721229	0.9172190957	0.8338028112	0.8614012839	0.8186777792	0.8408404976
2009_King,Stephen_UndertheDome_BS	2009	bestsellers	0.8659367487	0.7620909556	0.9905292197	0.7484299792	0.9896817331	0.7176299091
2009_Lyon,Annabel_TheGoldenMean_PW	2009	prizewinners	0.6617660548	0.2390912674	0.5976228956	0.2435027159	0.5827267345	0.2250843675
2009_Macintyre,Linden_BishopsMan_PW	2009	prizewinners	0.6546636623	0.8976606302	0.5911926018	0.8913307385	0.5798795909	0.8610821385
2009_Mantel,Hilary_WolfHall_PW	2009	prizewinners	0.7479466558	0.5934732685	0.6697879233	0.5489415901	0.6439245117	0.5362042577
2009_Mawer,Simon_GlassRoom_PW	2009	prizewinners	0.7937196135	0.4949133977	0.7411370503	0.5356896807	0.7270075887	0.5142653639
2009_McAdam,Colin_Fall_PW	2009	prizewinners	0.8813556068	0.585369407	0.7855377616	0.4383570038	0.7671895849	0.3649002246
2009_McCann,Colum_LetTheGreatWorldSpin_PW	2009	prizewinners	0.6498231675	0.4780914437	0.6045282238	0.3448627709	0.5859471243	0.3070747152
2009_Mead,Richelle_LastSacrifice	2009	young-adult	0.9037568501	0.8555249509	0.8381655658	0.7985400445	0.8223309649	0.7638429368
2009_Michaels,Anne_TheWinterVault_PW	2009	prizewinners	0.8725188959	0.8149699422	0.8437602232	0.7680481735	0.8302183683	0.623816575
2009_Mueenuddin,Daniyal_InOtherRoomsOtherWonders_PW	2009	prizewinners	0.5520524475	0.9464047148	0.4905114716	0.9048150363	0.4815434123	0.8979879017
2009_Munro,Alice_TooMuchHappiness_PW	2009	prizewinners	0	0.5962472245	0	0.5518915696	0	0.5216133756
2009_Nicholls,David_OneDay_BS	2009	bestsellers	0.8914034549	0.9006931075	0.8568699177	0.8417841225	0.8471299269	0.7817299281
2009_Niven,Larry_EscapeFromHell_SF	2009	scifi	0.7303762616	0.8325882848	0.6870648605	0.7798237438	0.6658025032	0.7712032574
2009_ONeill,Joseph_Netherland_PW	2009	prizewinners	0.8151415805	0.2773500981	0.6877659467	0.4053396142	0.6525473685	0.4008918629
2009_Patterson,James_8thConfession_BS	2009	bestsellers	0.6747878413	0.4721336852	0.6010546368	0.5063921484	0.5673675795	0.4623390492
2009_Patterson,James_RunForYourLife_BS	2009	bestsellers	0.14509525	0	0.1114172029	0	0.0954427144	0
2009_Patterson,James_SwimSuit_BS	2009	bestsellers	0.7178698175	0.75	0.5915023964	0.6622661785	0.5742877979	0.6195224741
2009_Price,Richard_LushLife_PW	2009	prizewinners	0.8865293602	0.4331536666	0.8545723585	0.3841487441	0.8440837282	0.3491016374
2009_Pullinger,Kate_MistressofNothing_PW	2009	prizewinners	0.7162791764	0	0.6983063105	0	0.6844779859	0
2009_Rash,Ron_Serena_PW	2009	prizewinners	0.7840180224	0.3043488215	0.7256259809	0.2866910895	0.7102250393	0.3345064703
2009_Roberts,Nora_VisioninWhite_BS	2009	bestsellers	0.7547202744	0.7213357077	0.697955755	0.718087646	0.6849189434	0.6807032937
2009_Smithson,Ryan_GhostsofWarTheTrueStoryofa19-Year-OldGI	2009	young-adult	0.4114114063	0	0.3196810065	0	0.3058835387	0.316227766
2009_Sparks,Nicholas_TheLastSong_BS	2009	bestsellers	0.8837183471	0.9522537197	0.8419777078	0.9103614414	0.8341875871	0.9045676464
2009_Stockett,Kathryn_TheHelp_BS	2009	bestsellers	0.614899505	0.8748499291	0.5749315557	0.8125580886	0.5669461096	0.7789071175
2009_Verghese,Abraham_CuttingforStone_BS	2009	bestsellers	0.8294828752	0.9716575998	0.7694052873	0.9499252211	0.7511544965	0.943362883
2009_Walls,Jeannette_HalfBroke_BS	2009	bestsellers	0.4719810944	0.8769878238	0.3952864885	0.6364164687	0.3754671887	0.6116712583
2009_Waters,Sarah_LittleStranger_PW	2009	prizewinners	0.9158838973	0.4973358977	0.8928873465	0.3135133144	0.8863484329	0.3153207392
2009_Weiner,Jennifer_BestFriendsForever_BS	2009	bestsellers	0.8371880956	0.6029278668	0.7682691928	0.5314177771	0.7510686332	0.5070925528
2010_Alexie,Sherman_WarDances_PW	2010	prizewinners	0	0.295656198	0	0.2383015619	0	0.2125727306
2010_Atkinson,Kate_StartedEarlyTookMyDog_MY	2010	mystery	0.7714224079	0.535742917	0.7216516518	0.3470451462	0.7029620889	0.3326467552
2010_Atwood,Margaret_TheYearoftheFlood_SF	2010	scifi	0.8409002836	0.8036027001	0.7778088653	0.6812927213	0.7635173023	0.6440150154
2010_Bacigalupi,Paolo_ShipBreaker_SF	2010	scifi	0	0.0349855714	0	0.1155128443	0	0.1071484356
2010_Barnes,John_Directive51_SF	2010	scifi	0.8464003837	0.8660522519	0.7987282399	0.6891701072	0.7877199703	0.666856126
2010_Bear,Greg_HullZeroThree_SF	2010	scifi	0	0.6471718363	0	0.5684167669	0	0.5444982876
2010_Bergen,David_TheMatterwithMorris_PW	2010	prizewinners	0.9033294281	0.7423794274	0.8766806601	0.5677335894	0.8689356042	0.5182227603
2010_Birdsell,Sandra_WaitingForJoe_PW	2010	prizewinners	0.9313919468	0.3703280399	0.9089309819	0.3674047168	0.9007651907	0.3588891627
2010_Black,Jenna_Glimmerglass	2010	young-adult	0.7661312212	0.1054092553	0.7546756626	0.0702439359	0.7354627114	0.0606339063
2010_Bujold,LoisMcMaster_Cryoburn_SF	2010	scifi	0.7071435174	0.8951260533	0.6847126046	0.8339054812	0.6700383473	0.8195828542
2010_Burke,JamesLee_TheGlassRainbow_MY	2010	mystery	0.7506759126	0.7204401539	0.6601251511	0.6198617357	0.633041508	0.5698334634
2010_Carey,Peter_ParrotandOlivier_PW	2010	prizewinners	0	0.4878183183	0	0.4323488942	0	0.3977803856
2010_Clancy,Tom_DeadorAlive_2010_BS	2010	bestsellers	0.8577759267	0.516193225	0.8272934037	0.442432368	0.8122744652	0.4053347745
2010_Clare,Cassandra_ClockworkAngel	2010	young-adult	0.9359265297	0.7204455351	0.9213872499	0.698453891	0.9163026508	0.6715421643
2010_Colasanti,Susane_SomethingLikeFate	2010	young-adult	0.7185001946	0.5773502692	0.6954545055	0.7522172033	0.6904676952	0.6865554812
2010_Collins,Suzanne_Mockingjay	2010	young-adult	0.7802194089	0.3524536884	0.6892776614	0.2169815183	0.6618107163	0.2711630723
2010_Condie,Ally_Matched	2010	young-adult	0.6780627545	0.7919260651	0.6375572127	0.7827025857	0.6265106484	0.7685324495
