STORY ID	PUB. DATE	CLASS	CHAR.	NOUN
a-tale-of-two-cities	1859	vic	0.4170543206	0.1317191056
peregrine-pickle	1751	c18	0.3743426894	0.1501225096
pride-and-prejudice	1813	rom	0.4543663689	0.1700433891
to-the-lighthouse	1927	c20	0.6146872527	0.0923635406
tristram-shandy	1760	c18	0.4384264508	0.1341990107
2001_2011_Wilson,RobertCharles_TheChronoliths_SF	2001	scifi	0.4260439412	0.0600424846
2001_Martel,Yann_LifeofPi_BS	2001	bestsellers	0.1332947006	0.0685988824
2002_2011_Anderson,MT_Feed_SF	2002	scifi	0.3236761275	0.0710134599
2002_Baker,Jo_Offcomer_CT	2002	contemporary	0.4479416272	0.0502244837
2002_Card,OrsonScott_FirstMeetingsInEnder'sUniverse	2002	young-adult	0.6707704785	0.1042188228
2002_Kidd,SueMonk_TheSecretLifeofBees_BS	2002	bestsellers	0.5992272029	0.0732935296
2002_Sebold,Alice_LovelyBones_BS	2002	bestsellers	0.7246413959	0.1793828053
2003_Hosseini,Khaled_TheKiteRunner_BS	2003	bestsellers	0.6717288388	0.0628795196
2003_Landay,William_MissionFlats_MY	2003	mystery	0.48595095	0.1059404568
2003_Low,Gennita_IntoDanger_ROM	2003	romance	0.4480342863	0.2422775667
2004_Mitchell,David_CloudAtlas_BS	2004	bestsellers	0.2059133908	0.0720994063
2004_Picoult,Jodi_MySistersKeeper_BS	2004	bestsellers	0.7188789804	0.0780438692
2005_Banville,John_TheSea_PW	2005	prizewinners	0.2595860009	0.0667492344
2005_Barfoot,Joan_Luck_PW	2005	prizewinners	0.4889093167	0.0902322382
2005_Barnes,Julian_ArthurGeorge_PW	2005	prizewinners	0.3424786655	0.1247704009
2005_Barry,Sebastian_LongLongWay_PW	2005	prizewinners	0.6145653139	0.1445615966
2005_Bergen,David_TheTimeinBetween_PW	2005	prizewinners	0.7794293866	0.1051757508
2005_Boyden,Joseph_ThreeDayRoad_PW	2005	prizewinners	0.3755311396	0.0548335153
2005_Connelly,Michael_TheLincolnLawyer_BS	2005	bestsellers	0.5346418627	0.1708445414
2005_Danticat,Edwidge_DewBreaker_PW	2005	prizewinners	0.3450110287	0.1319719111
2005_Doctorow,EL_TheMarch_PW	2005	prizewinners	0.4988185322	0.0738898833
2005_Fried,Golda_Nellcott_PW	2005	prizewinners	0.6424106911	0.0665423573
2005_Gaitskill,Mary_Veronica_PW	2005	prizewinners	0.4491434625	0.0906636124
2005_Gardner,Lisa_Alone_BS	2005	bestsellers	0.5041417106	0.0807945715
2005_Gibb,Camilla_SweetnessintheBelly_PW	2005	prizewinners	0.5898862256	0.0772892735
2005_Giffin,Emily_SomethingBorrowed_BS	2005	bestsellers	0.6395867433	0.0723186607
2005_Gill,Charlotte_Ladykiller_PW	2005	prizewinners	0.5048010568	0.0403930152
2005_Ishiguro,Kazuo_NeverLetMeGo_PW	2005	prizewinners	0.5725577386	0.1403905119
2005_Jin,Ha_WarTrash_PW	2005	prizewinners	0.5097452026	0.0787961282
2005_Johnson,Craig_TheColdDish_MY	2005	mystery	0.3675382019	0.0627585278
2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS	2005	bestsellers	0.5577905134	0.07498129
2005_Moore,Lisa_Alligator_PW	2005	prizewinners	0.6117426958	0.0947598468
2005_Pate,Kathy_Alphabet_PW	2005	prizewinners	0.6973786265	0.1472450778
2005_Ravel,Edeet_WallofLight_PW	2005	prizewinners	0.3231755201	0.0970291966
2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS	2005	bestsellers	0.5306244898	0.1172171221
2005_Sorrentino,Christopher_Trance_PW	2005	prizewinners	0.6175323311	0.1173013648
2005_Steinke,Rene_HolySkirts_PW	2005	prizewinners	0.6746399301	0.0718555551
2005_Vollmann,WilliamT_EuropeCentral_PW	2005	prizewinners	0.4985808772	0.134221126
2005_Yarbrough,Steve_PrisonersofWar_PW	2005	prizewinners	0.6169309825	0.1026539121
2006_Behrens,Peter_LawofDreams_PW	2006	prizewinners	0.5120024879	0.0999552169
2006_Brooks,Max_WorldWarZ_BS	2006	bestsellers	0.067336932	0.0963966537
2006_Campbell,Jack_TheLostFleet_SF	2006	scifi	0.3362419791	0.2376056965
2006_Cole,Trevor_TheFearsomeParticles_PW	2006	prizewinners	0.5861107584	0.0838512545
2006_Fisher,Karen_ASuddenCountry_PW	2006	prizewinners	0.7060959327	0.1005054923
2006_Grenville,Kate_SecretRiver_PW	2006	prizewinners	0.5936115099	0.1487794149
2006_Gruen,Sara_WaterforElephants_BS	2006	bestsellers	0.4402640444	0.0558049201
2006_Hage,Rawi_DeNirosGame_PW	2006	prizewinners	0.484703822	0.0741381616
2006_Jacobs,Kate_FridayNightKnitting_BS	2006	bestsellers	0.5432931626	0.1075482948
2006_Kalfus,Ken_DisorderPeculiar_PW	2006	prizewinners	0.4595452551	0.0685994114
2006_Lam,Vincent_BloodlettingandMiraculousCures_PW	2006	prizewinners	0.6476558617	0.0648630923
2006_Larsson,Stieg_TheGirlWhoPlayedWithFire_BS	2006	bestsellers	0.4932657505	0.0866330509
2006_Matar,Hisham_CountryofMen_PW	2006	prizewinners	0.5875983715	0.0614026199
2006_Powers,Richard_EchoMaker_PW	2006	prizewinners	0.6140370222	0.1218405478
2006_Quiviger,Pascale_PerfectCircle_PW	2006	prizewinners	0.0975523358	0.0579258114
2006_Salter,James_LastNight_PW	2006	prizewinners	0.656348507	0.0694632667
2006_Soucy,Gaetan_ImmaculateConception_PW	2006	prizewinners	0.4130893823	0.0641743323
2006_Sparks,Nicholas_DearJohn_BS	2006	bestsellers	0.2176000648	0.1106999989
2006_Spiotta,Dana_EattheDocument_PW	2006	prizewinners	0.6114947051	0.0645782894
2006_Wagner,Bruce_TheChrysanthemumPalace_PW	2006	prizewinners	0.4608230499	0.0954681998
2006_Walter,Jess_TheZero_PW	2006	prizewinners	0.4829176517	0.0688704859
2006_Waters,Sarah_NightWatch_PW	2006	prizewinners	0.8642861712	0.0927143801
2006_Windley,Carol_HomeSchooling_PW	2006	prizewinners	0.633736	0.0641444035
2007_Berlinski,Mischa_Fieldwork_PW	2007	prizewinners	0.6102435736	0.1484932344
2007_Chariandy,David_Soucouyant_PW	2007	prizewinners	0.2595290533	0.0647133884
2007_DAmbrosio,Charles_TheDeadFishMuseum_PW	2007	prizewinners	0.8375255292	0.0649114309
2007_Davis,Lydia_VarietiesofDistrubanceStories_PW	2007	prizewinners	0.0510534601	0.1078073237
2007_Diaz,Junot_TheBriefWondrousLifeofOscarWao_BS	2007	bestsellers	0.3617429859	0.0763392942
2007_Eisenberg,Deborah_TwilightoftheSuperheroes_PW	2007	prizewinners	0.6246102844	0.0613514061
2007_Ferris,Joshua_ThenWeCame_PW	2007	prizewinners	0.892543051	0.1431666803
2007_Follett,Ken_WorldWithoutEnd_BS	2007	bestsellers	0.8649624727	0.267316941
2007_Gowdy,Barbara_Helpless_PW	2007	prizewinners	0.6185996124	0.1225813735
2007_Grimm,Sarah_AfterMidnight_ROM	2007	romance	0.4223071024	0.0492025119
2007_Hamid,Mohsin_ReluctantFund_PW	2007	prizewinners	0.1445162353	0.0416492474
2007_Hay,Elizabeth_LateNights_PW	2007	prizewinners	0.602213354	0.0784202043
2007_Hempel,Amy_TheCollectedStoriesofAmyHempel_PW	2007	prizewinners	0.6196702253	0.2424754128
2007_Hosseini,Khaled_AThousandSplendid_BS	2007	bestsellers	0.6946022284	0.0866135082
2007_Johnson,Denis_TreeofSmoke_PW	2007	prizewinners	0.6317164792	0.1209828024
2007_Jones,EdwardP_AuntHagar_PW	2007	prizewinners	0.6122514377	0.2753141707
2007_Jones,Lloyd_MisterPip_PW	2007	prizewinners	0.2310494391	0.1026861055
2007_Larsson,Stieg_TheGirlWhoKickedThe_HornetsNest_BS	2007	bestsellers	0.6603251316	0.1296519912
2007_Mcewan,Ian_ChesilBeach_PW	2007	prizewinners	0.0874538043	0.0353438888
2007_ONeill,Heather_LullabiesforLittle_PW	2007	prizewinners	0.4908006735	0.0923913987
2007_Ondaatje,Michael_Divisadero_PW	2007	prizewinners	0.4038245972	0.1005389223
2007_Roth,Philip_Everyman_PW	2007	prizewinners	0.1503727516	0.0673239875
2007_Shepard,Jim_LikeYoudUnderstand_PW	2007	prizewinners	0.3955595682	0.1022294793
2007_Vassanji,MG_AssassinsSong_PW	2007	prizewinners	0.2965152323	0.13186408
2007_York,Alissa_Effigy_PW	2007	prizewinners	0.3910936768	0.0781699214
2007_deRosnay,Tatiana_SarahsKey_BS	2007	bestsellers	0.4093979227	0.0961536573
2008_Adiga,Aravind_TheWhiteTiger_PW	2008	prizewinners	0.3653120374	0.1190996662
2008_Akpan,Uwem_SayYoureOne_BS	2008	bestsellers	0.5513267382	0.0875419126
2008_Barry,Sebastian_SecretScripture_PW	2008	prizewinners	0.3946025728	0.1198129373
2008_Beck,Glenn_ChristmasSweater_BS	2008	bestsellers	0.1994725909	0.0892826373
2008_Benioff,David_CityofThieves_BS	2008	bestsellers	0.3069231078	0.0559398448
2008_Boyden,Joseph_ThroughBlackSpruce_PW	2008	prizewinners	0.4228176035	0.0788230238
2008_Christensen,Kate_GreatMan_PW	2008	prizewinners	0.7094475169	0.0626780177
2008_Cleave,Chris_LittleBee_BS	2008	bestsellers	0.521275852	0.0664760826
2008_Cornwell,Patricia_Scarpetta_BS	2008	bestsellers	0.8114864276	0.161836642
2008_DeSa,Anthony_BarnacleLove_PW	2008	prizewinners	0.2719237406	0.1019223518
2008_Dillard,Annie_TheMaytrees_PW	2008	prizewinners	0.4122530331	0.0763548573
2008_Endicott,Marina_GoodtoaFault_PW	2008	prizewinners	0.7720577879	0.0726070692
2008_Ghosh,Amitav_SeaOfPoppies_PW	2008	prizewinners	0.6899484034	0.1046127879
2008_Grant,Linda_ClothesOn_PW	2008	prizewinners	0.4028867398	0.157999812
2008_Grisham,John_TheAppeal_BS	2008	bestsellers	0.4710146824	0.0994987937
2008_Hage,Rawi_Cockroach_PW	2008	prizewinners	0.4739341312	0.0946415288
2008_Hannah,Kristin_FireflyLane_BS	2008	bestsellers	0.5818979139	0.0678417843
2008_Hemon,Aleksandar_TheLazarusProject_PW	2008	prizewinners	0.4424444904	0.049652982
2008_Hensher,Philip_NorthernClemency_PW	2008	prizewinners	0.956642735	0.2068699318
2008_Hilderbrand,Elin_Barefoot_BS	2008	bestsellers	0.7300823888	0.0742906559
2008_Kushner,Rachel_TelexfromCuba_PW	2008	prizewinners	0.4997386192	0.1216987413
2008_Leavitt,David_TheIndianClerk_PW	2008	prizewinners	0.6268304417	0.1063414638
2008_Matthiessen,Peter_ShadowCountry_PW	2008	prizewinners	0.5759865308	0.1718659309
2008_Meyer,Stephanie_TheHost_BS	2008	bestsellers	0.6099872513	0.1490994334
2008_Patterson,James_CrossCountry_BS	2008	bestsellers	0.3595005981	0.0670502451
2008_Patterson,James_SundaysatTiffanys_BS	2008	bestsellers	0.4937495864	0.0575452764
2008_Rash,Ron_ChemistryandOtherStories_PW	2008	prizewinners	0.5703869955	0.0983924925
2008_Ricci,Nino_OriginofSpecies_PW	2008	prizewinners	0.7355995564	0.1600747458
2008_Richards,DavidAdam_TheLostHighway_PW	2008	prizewinners	0.6981755567	0.1356882346
2008_Scibona,Salvatore_TheEnd_PW	2008	prizewinners	0.5113034192	0.0959017561
2008_Shaffer,MaryAnn_TheGuernseyLiteraryandPotatoPeelPie_BS	2008	bestsellers	0.4363379304	0.0749853992
2008_Sittenfeld,Curtis_AmericanWife_BS	2008	bestsellers	0.7629950478	0.1027880247
2008_Sparks,Nicholas_TheLuckyOne_BS	2008	bestsellers	0.5811680305	0.1094376089
2008_Stein,Garth_TheArtofRacingintheRain_BS	2008	bestsellers	0.5775509308	0.0718567102
2008_Stenson,Fred_GreatKaroo_PW	2008	prizewinners	0.5998297986	0.1224217201
2008_Strout,Elizabeth_OliveKItteridge_BS	2008	bestsellers	0.7370093303	0.1106187196
2008_Swan,Mary_BoysintheTrees_PW	2008	prizewinners	0.5560576342	0.1458035144
2008_Toltz,Steve_AFractionoftheWhole_PW	2008	prizewinners	0.6018344693	0.1240632648
2008_Wroblewski,David_TheStoryofEdgarSawtelle_BS	2008	bestsellers	0.529084638	0.1548751342
2009_Blake,Sarah_Postmistress_BS	2009	bestsellers	0.5807156061	0.099196173
2009_Brown,Dan_TheLostSymbol_BS	2009	bestsellers	0.5025663854	0.0928960375
2009_Byatt,AS_TheChildrensBook_PW	2009	prizewinners	0.8430756443	0.1211312883
2009_Bynum,SarahShun-lien_MsHempel_PW	2009	prizewinners	0.469150862	0.0691504551
2009_Campbell,BonnieJo_AmericanSalvage_PW	2009	prizewinners	0.4883559101	0.0756441969
2009_Choi,Susan_APersonofInterest_PW	2009	prizewinners	0.5024419366	0.0996127635
2009_Coetzee,JM_Summertime_PW	2009	prizewinners	0.2847716124	0.1146096438
2009_Collins,Suzanne_CatchingFire	2009	young-adult	0.642083283	0.0828759909
2009_Conroy,Pat_SouthofBroad_BS	2009	bestsellers	0.8330986081	0.1266563561
2009_Crummey,Michael_Galore_PW	2009	prizewinners	0.5284209386	0.1113991751
2009_Echlin,Kim_Disappeared_PW	2009	prizewinners	0.3102477937	0.099760986
2009_Flynn,Gillian_DarkPlaces_MY	2009	mystery	0.5416649216	0.1099924422
2009_Foulds,Adam_TheQuickeningMaze_PW	2009	prizewinners	0.4503395376	0.0563822429
2009_Goolrick,Robert_AReliableWife_BS	2009	bestsellers	0.3884669143	0.0921717737
2009_Grahame-Smith,Seth_PrideandPrejudiceandZombies_BS	2009	bestsellers	0.4351983886	0.1372813172
2009_Griffiths,Elly_TheCrossingPlaces_MY	2009	mystery	0.5115297137	0.0880023801
2009_Grisham,John_TheAssociate_BS	2009	bestsellers	0.487038014	0.0805985172
2009_King,Stephen_UndertheDome_BS	2009	bestsellers	0.7517131244	0.1037355943
2009_Lyon,Annabel_TheGoldenMean_PW	2009	prizewinners	0.526367852	0.1080365641
2009_Macintyre,Linden_BishopsMan_PW	2009	prizewinners	0.5263922139	0.1379929407
2009_Mantel,Hilary_WolfHall_PW	2009	prizewinners	0.7796459324	0.2163973825
2009_Mawer,Simon_GlassRoom_PW	2009	prizewinners	0.5740359656	0.1135734198
2009_McAdam,Colin_Fall_PW	2009	prizewinners	0.3765506774	0.0848762154
2009_McCann,Colum_LetTheGreatWorldSpin_PW	2009	prizewinners	0.6250905395	0.0999376434
2009_Mead,Richelle_LastSacrifice	2009	young-adult	0.5249755439	0.0947256389
2009_Michaels,Anne_TheWinterVault_PW	2009	prizewinners	0.434767884	0.0982468503
2009_Mueenuddin,Daniyal_InOtherRoomsOtherWonders_PW	2009	prizewinners	0.5090417433	0.0724735462
2009_Munro,Alice_TooMuchHappiness_PW	2009	prizewinners	0.6322623818	0.1245797164
2009_Nicholls,David_OneDay_BS	2009	bestsellers	0.4425353755	0.095978686
2009_Niven,Larry_EscapeFromHell_SF	2009	scifi	0.6667561798	0.1097678878
2009_ONeill,Joseph_Netherland_PW	2009	prizewinners	0.5239803221	0.0850127252
2009_Patterson,James_8thConfession_BS	2009	bestsellers	0.4985850033	0.0460050548
2009_Patterson,James_RunForYourLife_BS	2009	bestsellers	0.3749895648	0.0627224627
2009_Patterson,James_SwimSuit_BS	2009	bestsellers	0.6038881833	0.0402187506
2009_Price,Richard_LushLife_PW	2009	prizewinners	0.7240870446	0.1269705224
2009_Pullinger,Kate_MistressofNothing_PW	2009	prizewinners	0.314559616	0.0867985935
2009_Rash,Ron_Serena_PW	2009	prizewinners	0.6402037021	0.0708852009
2009_Roberts,Nora_VisioninWhite_BS	2009	bestsellers	0.4990735919	0.0720005601
2009_Smithson,Ryan_GhostsofWarTheTrueStoryofa19-Year-OldGI	2009	young-adult	0.2129204377	0.0816786606
2009_Sparks,Nicholas_TheLastSong_BS	2009	bestsellers	0.5963238939	0.1454956599
2009_Stockett,Kathryn_TheHelp_BS	2009	bestsellers	0.6013515046	0.1692770265
2009_Verghese,Abraham_CuttingforStone_BS	2009	bestsellers	0.5915079758	0.1349642155
2009_Walls,Jeannette_HalfBroke_BS	2009	bestsellers	0.4779580634	0.0774930797
2009_Waters,Sarah_LittleStranger_PW	2009	prizewinners	0.6386722513	0.1256802255
2009_Weiner,Jennifer_BestFriendsForever_BS	2009	bestsellers	0.6463283662	0.0401044517
2010_Alexie,Sherman_WarDances_PW	2010	prizewinners	0.2256676611	0.1052548923
2010_Atkinson,Kate_StartedEarlyTookMyDog_MY	2010	mystery	0.565730661	0.1913817995
2010_Atwood,Margaret_TheYearoftheFlood_SF	2010	scifi	0.9007403189	0.0685573755
2010_Bacigalupi,Paolo_ShipBreaker_SF	2010	scifi	0.5426897898	0.0981066802
2010_Barnes,John_Directive51_SF	2010	scifi	0.7295022572	0.1628028074
2010_Bear,Greg_HullZeroThree_SF	2010	scifi	0.2009450099	0.0802921392
2010_Bergen,David_TheMatterwithMorris_PW	2010	prizewinners	0.5810289733	0.070868043
2010_Birdsell,Sandra_WaitingForJoe_PW	2010	prizewinners	0.7196615762	0.1026875978
2010_Black,Jenna_Glimmerglass	2010	young-adult	0.4941469371	0.0799532255
2010_Bujold,LoisMcMaster_Cryoburn_SF	2010	scifi	0.5849476649	0.0810431531
2010_Burke,JamesLee_TheGlassRainbow_MY	2010	mystery	0.7540783514	0.0902861988
2010_Carey,Peter_ParrotandOlivier_PW	2010	prizewinners	0.4408741808	0.0886606566
2010_Clancy,Tom_DeadorAlive_2010_BS	2010	bestsellers	0.6435043675	0.1601260597
2010_Clare,Cassandra_ClockworkAngel	2010	young-adult	0.6149276197	0.1338238205
2010_Colasanti,Susane_SomethingLikeFate	2010	young-adult	0.4776855802	0.1209271523
2010_Collins,Suzanne_Mockingjay	2010	young-adult	0.5522654717	0.0531226564
2010_Condie,Ally_Matched	2010	young-adult	0.2748315341	0.153214708
2010_Connolly,John_TheWhisperers_MY	2010	mystery	0.4734744186	0.0834836013
2010_Cronin,Justin_ThePassage_SF	2010	scifi	0.7756819235	0.2393858912
2010_Dashner,James_TheScorchTrials	2010	young-adult	0.6169707369	0.2508937848
2010_Donoghue,Emma_Room_BS	2010	bestsellers	0.6907386225	0.0990032443
2010_Donoghue,Emma_Room_PW	2010	prizewinners	0.6925763338	0.0990032443
2010_Dugoni,Robert_BodilyHarm_MY	2010	mystery	0.5475532918	0.0519319128
2010_Egan,Jennifer_AVisitFromtheGoon_BS	2010	bestsellers	0.6812517907	0.0573639667
2010_Franzen,Jonathan_Freedom_BS	2010	bestsellers	0.8406988206	0.1999829498
2010_Frey,JM_Triptych_SF	2010	scifi	0.3688821902	0.0619904492
2010_George,Elizabeth_ThisBodyofDeath_MY	2010	mystery	0.835899006	0.1458414137
2010_Gerritsen,Tess_IceCold_MY	2010	mystery	0.6336412626	0.07410786
2010_Godbersen,Anna_BrightYoungThings	2010	young-adult	0.5885182958	0.0662729385
2010_Gonzales,Laurence_Lucy_SF	2010	scifi	0.542324483	0.1321094473
2010_Goodman,Carol_ArcadiaFalls_MY	2010	mystery	0.5975460498	0.069075687
2010_Gordon,Jaimy_LordofMisrule_PW	2010	prizewinners	0.4266636784	0.1856819206
2010_Gow,Kailin_BitterFrostandTheWolfFey	2010	young-adult	0.3181410847	0.0803704883
2010_Grahame-Smith,Seth_AbrahamLincoln-VampireHunter_BS	2010	bestsellers	0.2780065825	0.0776703953
2010_Grant,Mira_Feed_SF	2010	scifi	0.5044493529	0.1014383029
2010_Grodstein,Lauren_AFriendoftheFamily_CT	2010	contemporary	0.7749442537	0.0770023913
2010_Haldeman,Joe_Starbound_SF	2010	scifi	0.3060925437	0.0778584416
2010_Hand,Dana_DeepCreek_MY	2010	mystery	0.5442679731	0.0827482458
2010_Hannah,Kristin_WinterGarden_BS	2010	bestsellers	0.6506384011	0.0676112479
2010_HaydenTaylor,Drew_MotorcyclesandSweetgrass_PW	2010	prizewinners	0.3283876234	0.128065158
2010_Hopkins,Ellen_Fallout	2010	young-adult	0.2176921676	0.0701275772
2010_Jacobson,Howard_FinklerQuestion_PW	2010	prizewinners	0.4255812153	0.1426395294
2010_King,LaurieR_TheGodoftheHive_MY	2010	mystery	0.409369055	0.0838227108
2010_Kingsolver,Barbara_TheLacuna_PW	2010	prizewinners	0.5173890009	0.1397068313
2010_Krauss,Nicole_GreatHouse_PW	2010	prizewinners	0.4219678129	0.1144246937
2010_Laurie,Victoria_AGlimpseofEvil_MY	2010	mystery	0.3700217117	0.0678386892
2010_Levy,Andrea_TheLongSong_PW	2010	prizewinners	0.4317485012	0.0649280033
2010_Livingston,Lesley_Tempestuous	2010	young-adult	0.466860306	0.0623409268
2010_Maberry,Jonathan_RotandRuin_SF	2010	scifi	0.6402081563	0.0720931852
2010_MacLeod,Alexander_LightLifting_PW	2010	prizewinners	0.2943512193	0.0905702208
2010_McKinlay,Jenn_SprinklewithMurder_MY	2010	mystery	0.6678075996	0.0531065055
2010_Mccarthy,Tom_C_PW	2010	prizewinners	0.4357275826	0.0562756743
2010_Mead,Richelle_SpiritBound	2010	young-adult	0.4561394341	0.1261776323
2010_Moore,Lorrie_GateAt_PW	2010	prizewinners	0.5101906692	0.1219889754
2010_Mullin,Mike_Ashfall	2010	young-adult	0.3632767554	0.0605810979
2010_Mullin,Mike_Ashfall_SF	2010	scifi	0.3487905108	0.0605810979
2010_Nunez,Sigrid_SalvationCity_SF	2010	scifi	0.3498567804	0.1410927959
2010_Obreht,Tea_TheTigersWife_BS	2010	bestsellers	0.4310875627	0.1084309974
2010_Patterson,James_9thJudgment_BS	2010	bestsellers	0.6352135785	0.0513235836
2010_Patterson,James_CrossFire_BS	2010	bestsellers	0.6112350014	0.0776528013
2010_Pfeffer,SusanBeth_ThisWorldWeLiveIn_SF	2010	scifi	0.7513675311	0.1019866157
2010_Philbin,Joanna_TheDaughters	2010	young-adult	0.7369534082	0.08133796
2010_Picoult,Jodi_HouseRules_BS	2010	bestsellers	0.5747447348	0.1158655801
2010_Pineiro,Caridad_StrongerthanSin_ROM	2010	romance	0.5886052667	0.0414643675
2010_Rajaniemi,Hannu_TheQuantumThief_SF	2010	scifi	0.6429480761	0.0647664472
2010_Richards,DouglasE_Wired_SF	2010	scifi	0.6705604836	0.0160714669
2010_Ringo,John_LiveFreeorDie_SF	2010	scifi	0.7863905084	0.1578192037
2010_Roberts,Nora_SavortheMoment_BS	2010	bestsellers	0.4867370531	0.0903505253
2010_Robotham,Michael_BleedForMe_MY	2010	mystery	0.4766622199	0.1528940144
2010_Sandford,John_StolenPrey_BS	2010	bestsellers	0.8405073076	0.2529395607
2010_Scott,Elizabeth_TheUnwrittenRule	2010	young-adult	0.5602263537	0.0871468171
2010_Selecky,Sarah_CakeisForPartyStories_PW	2010	prizewinners	0.7393574112	0.0650374974
2010_Shriver,Lionel_SoMuchforThat_PW	2010	prizewinners	0.513380756	0.1045023093
2010_Shteyngart,Gary_SuperSadTrueLoveStory_SF	2010	scifi	0.3874746915	0.0904284272
2010_Skibsrud,Johanna_Sentimentalists_PW	2010	prizewinners	0.2919009966	0.1126296799
2010_Snyder,MariaV_InsideOut_SF	2010	scifi	0.3842111421	0.0225901866
2010_Sparks,Nicholas_SafeHaven_BS	2010	bestsellers	0.5890559864	0.0895676233
2010_Tufo,Mark_ZombieFallout_SF	2010	scifi	0.6288314146	0.0610471322
2010_Walton,Jo_AmongOthers_SF	2010	scifi	0.6381278797	0.1064137774
2010_Warren,Dianne_CoolWater_PW	2010	prizewinners	0.7983159422	0.1137808563
2010_Watson,Brad_AliensinthePrimeofTheirLives_PW	2010	prizewinners	0.1813499253	0.072020264
2010_Webber,Heather_TrulyMadly_MY	2010	mystery	0.4021113157	0.0595564679
2010_Whitehead,Colson_SagHarbor_PW	2010	prizewinners	0.4651295497	0.1218303904
2010_Willis,Connie_AllClear_SF	2010	scifi	0.8129769025	0.108588031
2010_Willis,Connie_Blackout_SF	2010	scifi	0.6797139226	0.1681114007
2010_Wilson,Norah_GuardingSuzannah_ROM	2010	romance	0.2623407165	0.0505979242
2010_Winter,Kathleen_Annabel_PW	2010	prizewinners	0.5571205518	0.1833271393
2011_Aaronovitch,Ben_MidnightRiot_MY	2011	mystery	0.6720485845	0.0849744009
2011_Adornetto,Alexandra_Hades	2011	young-adult	0.5906743079	0.0643545407
2011_Armstrong,Kelley_TheGathering	2011	young-adult	0.4470726134	0.053699228
2011_Baldacci,David_OneSummer_BS	2011	bestsellers	0.6369459084	0.1093760466
2011_Baldacci,David_TheSixthMan_BS	2011	bestsellers	0.6473381526	0.104873475
2011_Baldacci,David_ZeroDay_BS	2011	bestsellers	0.3935463657	0.1464215114
2011_Barnes,JenniferLynn_TrialbyFire	2011	young-adult	0.588148594	0.0834184915
2011_Barnes,Julian_SenseofAn_PW	2011	prizewinners	0.1793476108	0.057582596
2011_Bear,Elizabeth_Grail_SF	2011	scifi	0.7899204835	0.0601507923
2011_Bezmozgis,David_TheFreeWorld_PW	2011	prizewinners	0.7796725032	0.131256839
2011_Bick,IlsaJ_Ashes_SF	2011	scifi	0.7044502475	0.13143115
2011_Birch,Carol_JamrachsMenagerie_PW	2011	prizewinners	0.7760144729	0.1366548948
2011_Bolton,Sharon_NowYouSeeMe_MY	2011	mystery	0.5607641	0.0676272143
2011_Brookes,Lindsey_CapturingtheCowboysHeart_ROM	2011	romance	0.241506624	0.0578101436
2011_Brooks,Albert_2030_SF	2011	scifi	0.6481165222	0.1696634262
2011_Brown,Sandra_Lethal_BS	2011	bestsellers	0.6019559689	0.044124016
2011_Carew,Opal_InTooDeep_ROM	2011	romance	0.2641282589	0.0461589622
2011_Carson,Rae_TheGirlofFireandThorns	2011	young-adult	0.487610605	0.0514712037
2011_Chan,Darcie_TheMillRiverRecluse_BS	2011	bestsellers	0.7430457715	0.0557790393
2011_Child,Lee_TheAffair_BS	2011	bestsellers	0.6530006856	0.1144729414
2011_Childs,TeraLynn_FinsAreForever	2011	young-adult	0.4901585736	0.0282029376
2011_Clancy,Tom_AgainstAllEnemies_BS	2011	bestsellers	0.5004803538	0.078286736
2011_Clancy,Tom_LockedOn_BS	2011	bestsellers	0.5954913597	0.0699642963
2011_Clare,Cassandra_CityofFallenAngels	2011	young-adult	0.8402957429	0.1815529169
2011_Clark,MaryHiggins_IllWalkAlone_BS	2011	bestsellers	0.5833101938	0.0576292055
2011_Cline,Ernest_ReadyPlayerOne_SF	2011	scifi	0.2389727138	0.067284505
2011_Coady,Lynn_Antagonist_PW	2011	prizewinners	0.5060372796	0.148702003
2011_Condie,Ally_Crossed	2011	young-adult	0.4790267802	0.0691072315
2011_Connelly,Michael_TheDrop_BS	2011	bestsellers	0.5512297436	0.1180214315
2011_Connelly,Michael_TheFifthWitness_BS	2011	bestsellers	0.4900002726	0.1454856192
2011_Corey,JamesSA_LeviathanWakes_SF	2011	scifi	0.9475361176	0.1424163528
2011_Cussler,Clive_Jungle_BS	2011	bestsellers	0.4563224795	0.0412947972
2011_Dashner,James_TheDeathCure	2011	young-adult	0.5685147086	0.1270620033
2011_DeWitt,Patrick_SistersBrothers_PW	2011	prizewinners	0.3908305117	0.0986449129
2011_Dixon,Heather_Entwined	2011	young-adult	0.7733577342	0.048486521
2011_Edugyan,Esi_Halfbloodblues_PW	2011	prizewinners	0.6918207796	0.1086781106
2011_Egan,Jennifer_AVisitFrom_BS	2011	prizewinners	0.685494636	0.0573621317
2011_Eisenberg,Deborah_TheCollectedStoriesofDeborahEisenberg_PW	2011	prizewinners	0.8235568786	0.1795431984
2011_Endicott,Marina_LittleShadows_PW	2011	prizewinners	0.6885331225	0.0776070954
2011_Eugenides,Jeffrey_MarriagePlot_BS	2011	bestsellers	0.7425734521	0.1087212309
2011_Evanovich,Janet_ExplosiveEighteen_BS	2011	bestsellers	0.6235018926	0.0833252304
